id,family_id,parent_id,name,bookkeeping,level,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
beta1253,toro1256,beta1259,Betaf,FALSE,language,-212.422,139.255,bfe,,,0,0,0,ID
beta1259,toro1256,coas1312,Betaf-Vitou,FALSE,family,,,,,,0,2,0,
beta1260,aust1307,nucl1806,Betawic,FALSE,family,,,,,,0,3,8,
bete1261,atla1278,bete1266,Bete (Yukubenic),FALSE,language,702.128,974.302,byf,,,0,0,0,NG
bete1262,atla1278,bete1267,Bete-Bendi,FALSE,language,662.037,920.189,btt,,,0,0,2,NG
bete1265,krua1234,east2415,Beteic,FALSE,family,,,,,,2,5,17,
bete1266,atla1278,yuku1244,Bete-Lufu,FALSE,family,,,,,,0,2,0,
bete1267,atla1278,nucl1801,Bete-Obanliku,FALSE,family,,,,,,0,2,7,
beti1248,atla1278,west2816,Beti (Côte d'Ivoire),FALSE,language,526.495,-328.627,eot,,,0,0,0,CI
bett1235,drav1251,kann1259,Betta Kurumba,FALSE,language,11.6385,766.064,xub,,,0,0,0,IN
bewa1242,bord1247,bord1247,Bewani,FALSE,family,,,,,,1,4,4,
bezh1248,nakh1245,east2368,Bezhta,FALSE,language,421.206,460.332,kap,,,0,0,3,GE RU
bhad1241,indo1319,bhad1244,Bhadrawahi,FALSE,language,332.851,758.707,bhd,,,0,0,3,IN PK
bhad1243,indo1319,cham1331,Bhadrawahi-Bhalesi-Curahi,FALSE,family,,,,,,2,4,3,
bhad1244,indo1319,bhad1243,Bhadarwahic,FALSE,family,,,,,,1,3,3,
bhar1241,indo1319,bund1252,Bhariati,FALSE,language,223.429,831.071,bha,,,0,0,0,IN
bhat1263,indo1319,cham1331,Bhattiyali,FALSE,language,324.022,760.311,bht,,,0,0,0,IN
bhat1265,indo1319,halb1246,Bhatri,FALSE,language,1.926.078,8.224.055,bgw,,,0,0,0,IN
bhay1238,indo1319,west2831,Bhaya,FALSE,language,25.482,69.31,bhe,,,0,0,0,PK
bhel1238,atla1278,bila1258,Bhele,FALSE,language,24.553,286.681,bhy,,,0,0,1,CD
bhil1251,indo1319,bhil1254,Bhili,FALSE,language,20.85,739.592,bhb,,,0,0,17,IN
bhil1253,indo1319,paur1240,Bhilali,FALSE,language,2.258.346,7.459.014,bhi,,,0,0,1,IN
bhil1254,indo1319,midl1245,Bhil,FALSE,family,,,,,,4,22,48,
bhoj1244,indo1319,bhoj1246,Bhojpuri,FALSE,language,26.458.455,84.817.115,bho,,,0,0,16,IN NP
bhoj1246,indo1319,mait1254,Bhojpuric,FALSE,family,,,,,,0,2,18,
bhot1235,sino1245,laha1255,Khunu-Töt,FALSE,language,318.503,785.728,nes,,,0,0,4,IN
bhun1242,indo1319,halb1246,Bhunjia,FALSE,language,212.761,831.614,bhu,,,0,0,0,IN
biaa1238,atla1278,cent2262,Bia,FALSE,family,,,,,,4,8,14,
biaf1240,atla1278,jaad1234,Biafada,FALSE,language,11.467,-151.347,bif,,,0,0,0,GW
biag1234,koia1260,biag1235,Biage,FALSE,language,-88.794,1.476.533,bdf,,,0,0,0,PG
biag1235,koia1260,koia1261,Biage-Mountain Koiali,FALSE,family,,,,,,0,2,0,
biak1248,aust1307,biak1250,Biak,FALSE,language,-9.523,135.879,bhw,,,0,0,29,ID
biak1249,aust1307,cend1238,Biakic,FALSE,family,,,,,,1,4,29,
biak1250,aust1307,biak1249,Biak-Roon,FALSE,family,,,,,,0,2,29,
bial1238,atla1278,otiv1240,Biali,FALSE,language,11.0382,108.259,beh,,,0,0,7,BF BJ TG
bian1251,anim1240,nucl1621,Bian Marind,FALSE,language,-735.942,140.568,bpv,,,0,0,0,ID
bian1252,kuni1270,kuni1270,Biangai,FALSE,language,-733.882,146.765,big,,,0,0,2,PG
biao1253,taik1256,biao1257,Shidong Biao,FALSE,language,23.656,113.391,byk,,,0,0,0,CN
biao1254,hmon1336,mien1242,Biao-Jiao Mien,FALSE,language,255.309,111.344,bje,,,0,0,2,CN
biao1256,hmon1336,mien1243,Biao Mon,FALSE,language,246.451,113.469,bmt,,,0,0,2,CN
biao1257,taik1256,lakk1237,Biaoic,FALSE,family,,,,,,0,3,0,
biat1246,aust1307,cent2415,Biatah Bidayuh,FALSE,language,117.596,110.254,bth,,,0,0,3,ID MY
bibb1234,pama1250,nyun1247,Bibbulman,FALSE,dialect,-3.490.831,11.717.375,xbp,,,0,0,0,AU
bibl1237,aust1307,sout2874,Bibling,FALSE,family,,,,,,0,2,7,
bida1239,aust1307,land1261,Bidayuh-Southern Land Dayak,FALSE,family,,,,,,3,9,24,
bida1240,aust1307,bida1239,Bidayuh,FALSE,family,,,,,,1,4,20,
bidi1241,afro1255,dang1276,Bidiyo,FALSE,language,11.9204,188.065,bid,,,0,0,5,TD
bidy1243,pama1250,bidy1245,Bidyara,FALSE,language,-25.192.664,147.273.359,bym,,,0,0,0,AU
bidy1244,atla1278,bijo1239,Kanyaki-Kagbaaga-Kajoko Bidyogo,FALSE,language,11.1097,-161.497,bjg,,,0,0,4,GW
bidy1245,pama1250,sout2765,Bidyaric,FALSE,family,,,,,,0,2,0,
biem1237,aust1307,bamm1241,Biem,FALSE,language,-361.342,144.816,bmc,,,0,0,0,PG
bier1244,aust1307,baki1243,Bierebo,FALSE,language,-166.663,168.154,bnk,,,0,0,0,VU
bier1245,aust1307,epii1237,Bieria-Maii,FALSE,family,,,,,,0,2,2,
bier1246,aust1307,bier1245,Bieria,FALSE,language,-167.867,168.232,brj,,,0,0,2,VU
biet1238,sino1245,hmar1240,Biete,FALSE,language,24.273.507,9.294.342,biu,,,0,0,0,IN
biga1237,pama1250,yuga1243,Bigambal,FALSE,language,-28.266,149.515,xbe,,,0,0,0,AU
biga1238,aust1307,waig1247,Biga,FALSE,language,-199.574,130.272,bhc,,,0,0,0,ID
bign1238,aust1307,nort3261,Big Nambas,FALSE,language,-160.903,167.239,nmb,,,0,0,0,VU
biha1245,indo1319,shau1239,Bihari,FALSE,family,,,,,,11,24,68,
biha1246,aust1307,rade1241,Bih,FALSE,language,12.483.333,108.016.667,ibh,,,0,0,0,VN
biji1246,atla1278,vagh1250,Bijim,FALSE,language,954.493,943.876,jbm,,,0,0,3,NG
biji1252,atla1278,taro1265,Bijimic-Sur-Shall,FALSE,family,,,,,,2,4,3,
bijo1238,aust1305,asur1255,Bijori,FALSE,language,225.904,841.907,bix,,,0,0,0,IN
bijo1239,atla1278,cent2230,Bijogo,FALSE,family,,,,,,0,2,4,
bika1252,sino1245,hani1250,Bi-Ka,FALSE,family,,,,,,0,4,0,
biko1240,aust1307,cent2246,Bikol,FALSE,family,,,,,,3,8,7,
bikw1235,atla1278,came1255,Bikwin-Jen,FALSE,family,,,,,,7,10,5,
biky1238,atla1278,bebo1243,Bikya,FALSE,language,674.997,10.5333,byb,,,0,0,0,CM
bila1253,indo1319,cham1331,Bilaspuri,FALSE,language,313.842,766.739,kfs,,,0,0,0,IN
bila1255,atla1278,bila1259,Bila,FALSE,language,116.839,287.626,bip,,,0,0,2,CD
bila1257,nucl1709,kari1319,Karen,FALSE,language,-493.116,145.559,bql,,,0,0,0,PG
bila1258,atla1278,komo1265,Bilaic,FALSE,family,,,,,,1,5,3,
bila1259,atla1278,bila1258,Bila-Kaiku,FALSE,family,,,,,,0,2,2,
bilb1241,aust1307,nucl1510,Bilibil,FALSE,language,-526.505,145.764,brz,,,0,0,0,PG
bilb1242,aust1307,east2859,Bilba,FALSE,language,-106.503,123.307,bpz,,,0,0,4,ID
bile1244,atla1278,numa1256,Bile,FALSE,language,890.052,11.1907,bil,,,0,0,0,NG
bili1253,aust1307,mala1545,Bilic,FALSE,family,,,,,,2,5,3,
bili1260,afro1255,nort3163,Bilin,FALSE,language,157.833,383.917,byn,,,0,0,0,ER
bilm1238,saha1256,east2718,Bilma-Mowar Kanuri,FALSE,language,19.1,130.665,bms,,,0,0,7,NE
bilo1248,siou1252,sout2988,Biloxi,FALSE,language,31.32,-891.951,bll,,,0,0,0,US
bilu1244,aust1307,labe1241,Bilur,FALSE,language,-439.732,152.334,bxf,,,0,0,0,PG
bilu1245,,,Bilua,FALSE,language,-792.388,156.663,blb,,,0,0,0,PG SB
bima1247,aust1307,bima1248,Bima,FALSE,language,-857.376,118.445,bhp,,,0,0,5,ID
bima1248,aust1307,mala1545,Bima-Lembata,FALSE,family,,,,,,25,42,98,
bimi1240,nucl1709,divi1235,Bimin,FALSE,language,-538.732,142.04,bhl,,,0,0,2,PG
bimo1239,atla1278,moba1243,Bimoba,FALSE,language,10.4575,6.121,bim,,,0,0,0,GH TG
bina1270,atla1278,kaur1268,Bina (Nigeria),FALSE,language,10.2868,819.726,byj,,,0,0,0,NG
bina1271,aust1307,mago1247,Bina (Papua New Guinea),FALSE,language,-102.667,149.661,bmn,,,0,0,0,PG
bina1273,mail1249,mail1249,Binaharic,FALSE,family,,,,,,0,2,0,
bina1275,mail1249,bina1273,Binahari-Neme,FALSE,language,-100.874,148.835,bxz,,,0,0,0,PG
bina1276,nucl1709,nucl1709,Greater Binanderean,FALSE,family,,,,,,8,13,14,
bina1277,nucl1709,nucl1603,Binandere,FALSE,language,-837.433,147.884,bhg,,,0,0,2,PG
bina1279,nucl1709,bina1276,Binanderean,FALSE,family,,,,,,7,12,13,
bind1237,pama1250,unun9965,Bindalic,FALSE,family,,,,,,0,3,0,
bine1240,east2503,east2503,Bine,FALSE,language,-908.879,142.893,bon,,,0,0,7,PG
bini1246,atla1278,cent2259,Bini,FALSE,language,640.701,570.426,bin,,,0,0,0,NG
binj1249,atla1278,mbag1239,Binji,FALSE,language,-6.7,21.7,bpj,,,0,0,0,CD
bino1237,aust1307,itne1252,Binongan Itneg,FALSE,language,175.972,120.876,itb,,,0,0,0,PH
bint1245,aust1307,goro1273,Bintauna,FALSE,language,75.069,123.486,bne,,,0,0,0,ID
bint1246,aust1307,nort3171,Bintulu,FALSE,language,3.867,113.634,bny,,,0,0,0,MY
binu1244,aust1307,buki1251,Talaandig-Binukid,FALSE,language,815.933,124.892,bkd,,,0,0,0,PH
binu1245,nucl1709,tair1260,Binumarien,FALSE,language,-622.068,146.102,bjr,,,0,0,0,PG
bipi1237,aust1307,west2848,Bipi,FALSE,language,-211.115,146.398,biq,,,0,0,0,PG
bira1253,,,Ongota,FALSE,language,529.807,37.025,bxe,,,0,0,0,ET
bira1254,aust1307,sout2854,Birao,FALSE,language,-973.716,160.52,brr,,,0,0,0,SB
birg1239,afro1255,birg1240,Birgit,FALSE,language,12.0228,198.182,btf,,,0,0,4,TD
birg1240,afro1255,dang1275,Birgit-Mogum-Toram,FALSE,family,,,,,,0,3,8,
birh1242,aust1305,mund1336,Birhor,FALSE,language,23.585,855.611,biy,,,0,0,0,IN
biri1256,pama1250,east2716,Biri,FALSE,language,-201.494,146.67,bzr,,,0,0,0,AU
biri1257,atla1278,nort3237,Birifor,FALSE,family,,,,,,0,2,2,
biri1259,lake1255,erit1238,Biritai,FALSE,language,-292.042,137.68,bqq,,,0,0,0,ID
birk1242,nubi1251,cent2232,Birked,FALSE,language,12.5,24.83,brk,,,0,0,0,SD
birr1240,cent2225,uncl1501,Birri,FALSE,language,5.33,24.6,bvq,,,0,0,2,CF
birr1241,pama1250,wori1245,Birrpayi,FALSE,dialect,,,xbj,,,0,0,0,AU
birw1238,atla1278,nort3233,Birwa,FALSE,language,-22.17,28.33,brl,,,0,0,0,BW ZA ZW
bisa1262,atla1278,cent2321,Bisa-Lamba (M.50),FALSE,family,,,,,,0,3,8,
bisa1265,mand1469,east2697,Bisa-Busa,FALSE,family,,,,,,5,9,14,
bisa1268,aust1307,cent2246,Bisayan,FALSE,family,,,,,,15,27,41,
bisa1270,aust1307,grea1293,Bisaya-Lotud,FALSE,family,,,,,,0,3,2,
bise1238,ijoi1239,bise1239,Biseni,FALSE,language,540.296,651.646,ije,,,0,0,0,NG
bise1239,ijoi1239,inla1259,Biseni-Okordia,FALSE,family,,,,,,0,2,0,
bish1244,indo1319,gaud1238,Bishnupriya Manipuri,FALSE,language,244.578,920.157,bpy,,,0,0,2,BD IN MM
bish1246,atla1278,sout3152,Bishuo,FALSE,language,667.251,979.396,bwh,,,0,0,0,CM
bisi1244,sepi1257,mari1453,Bisis,FALSE,language,-446.238,143.058,bnw,,,0,0,0,PG
bisl1239,indo1319,earl1243,Bislama,FALSE,language,-15.4,166.89,bis,,,0,0,0,NC VU
biso1241,sino1245,biso1244,Bisoid,FALSE,family,,,,,,3,8,5,
biso1243,nucl1709,oute1259,Bisorio,FALSE,language,-477.763,143.213,bir,,,0,0,1,PG
biso1244,sino1245,hani1249,Bisoid-Hanic,FALSE,family,,,,,,10,22,17,
biss1248,mand1469,bisa1265,Bissa,FALSE,language,10.4257,-167.332,bib,,,0,0,4,BF CI GH TG
bisu1244,sino1245,bisu1246,Bisu,FALSE,language,208.542,999.862,bzi,,,0,0,0,CN LA MM TH
bisu1246,sino1245,biso1241,Bisu-Pyen-Laomian,FALSE,family,,,,,,0,3,0,
bita1251,atla1278,nort3192,Bitare,FALSE,language,687.398,11.3072,brt,,,0,0,0,CM NG
bitt1240,aust1305,khao1243,Bit,FALSE,language,213.474,101.916,bgk,,,0,0,0,CN LA
bitu1242,anim1240,nucl1713,Bitur,FALSE,language,-851.839,142.71,mcc,,,0,0,0,PG
bium1270,afro1255,bura1296,Marghic,FALSE,family,,,,,,1,3,5,
bium1271,afro1255,sout3145,Bataic,FALSE,family,,,,,,6,12,32,
bium1274,afro1255,sout3145,Dabaic,FALSE,family,,,,,,2,6,7,
bium1275,afro1255,sout3145,Teraic,FALSE,family,,,,,,2,5,5,
bium1279,afro1255,nort3156,Musguic,FALSE,family,,,,,,1,3,6,
bium1280,afro1255,chad1250,Biu-Mandara,FALSE,family,,,,,,50,80,167,
biwa1243,yuat1252,bunm1234,Biwat,FALSE,language,-439.429,143.873,bwm,,,0,0,0,PG
biyo1243,sino1245,bika1252,Biyo,FALSE,language,22.511,101.652,byo,,,0,0,0,CN LA VN
biyo1244,nucl1709,unun9972,Biyom,FALSE,language,-579.929,145.348,bpm,,,0,0,0,PG
blaa1241,aust1307,tbol1241,Blaan,FALSE,family,,,,,,0,2,0,
blab1237,aust1307,zaza1247,Blablanga,FALSE,language,-815.058,159.419,blp,,,0,0,0,SB
blac1269,taik1256,chia1264,Black Tai,FALSE,family,,,,,,0,2,0,
blaf1238,more1255,tond1250,Mblafe-Ránmo,FALSE,language,-856.161,141.226,bfh,,,0,0,2,PG
blag1240,timo1261,blag1241,Blagar,FALSE,language,-831.787,124.251,beu,,,0,0,8,ID
blag1241,timo1261,kaer1235,Blagaric,FALSE,family,,,,,,0,3,8,
blan1242,aust1305,bula1260,Blang,FALSE,language,220.092,997.405,blr,,,0,0,2,CN MM TH
boan1242,aust1307,east2468,Boano (Maluku),FALSE,language,-295.535,127.953,bzn,,,0,0,0,ID
boan1243,aust1307,toli1244,Boano (Sulawesi),FALSE,language,51.152,120.992,bzl,,,0,0,0,ID
boan1245,nucl1709,erap1240,Boana,FALSE,family,,,,,,1,5,8,
boan1246,aust1307,arei1235,Boanaki-Paiwa,FALSE,family,,,,,,0,2,0,
boaz1244,anim1240,mari1437,Boazi,FALSE,family,,,,,,0,2,9,
boba1248,atla1278,ngir1254,Bobangic,FALSE,family,,,,,,4,10,6,
boba1249,atla1278,boba1248,Bobangic Riverain,FALSE,family,,,,,,3,9,6,
boba1250,atla1278,boba1249,Bobangi-Bangala-Lingala,FALSE,family,,,,,,1,4,0,
bobo1253,mand1469,duun1243,Bobo,FALSE,family,,,,,,0,2,12,
bobo1254,aust1307,east2748,Bobot,FALSE,language,-343.514,130.179,bty,,,0,0,0,ID
bobo1255,aust1307,salu1252,Bobongko,FALSE,language,-36.759,121.922,bgb,,,0,0,0,ID
boca1235,grea1241,nort2678,Bo-Cari,FALSE,family,,,,,,0,2,0,
bodi1256,sino1245,sino1245,Bodic,FALSE,family,,,,,,51,84,216,
bodi1257,sino1245,bodi1256,Bodish,FALSE,family,,,,,,29,54,162,
bodo1266,indo1319,macr1269,Bodo Parja,FALSE,language,190.745,828.774,bdv,,,0,0,0,IN
bodo1267,aust1305,guto1244,Bodo Gadaba,FALSE,language,183.857,82.771,gbj,,,0,0,2,IN
bodo1269,sino1245,bodo1280,Bodo-Mech,FALSE,language,26.1,92.0,brx,,,0,0,2,IN NP
bodo1272,atla1278,unun9928,Bodo (Central African Republic),FALSE,language,6.0,26.0,boy,,,0,0,0,CF
bodo1279,sino1245,brah1260,Bodo-Garo,FALSE,family,,,,,,6,14,26,
bodo1280,sino1245,tiwa1256,Bodo-Mech-Kachari,FALSE,family,,,,,,0,2,2,
bofi1238,atla1278,mbod1237,Bofi,FALSE,language,402.043,173.032,bff,,,0,0,0,CF
boga1247,,,Bogaya,FALSE,language,-554.487,142.255,boq,,,0,0,0,PG
boga1251,afro1255,east2649,Boga,FALSE,language,10.188,12.936,bvw,,,0,0,0,NG
bogh1240,afro1255,sout3161,Boghomic,FALSE,family,,,,,,1,3,0,
bogh1241,afro1255,bogh1240,Boghom,FALSE,language,949.679,1.011.454,bux,,,0,0,0,NG
bogu1241,atla1278,unun9928,Boguru,FALSE,language,449.213,291.344,bqu,,,0,0,2,CD SS
boht1238,afro1255,boht1239,Gardabani Bohtan Neo-Aramaic,FALSE,language,41.459,45.084,bhn,,,0,0,0,GE RU
boht1239,afro1255,cent2217,Bohtan,FALSE,family,,,,,,0,2,3,
boik1241,nduu1242,nduu1242,Boikin,FALSE,language,-368.297,143.474,bzf,,,0,0,8,PG
bokh1236,sino1245,nucl1309,Bokha-Phuma,FALSE,family,,,,,,0,2,0,
bokh1237,sino1245,bokh1236,Bokha,FALSE,language,23.05,103.7,ybk,,,0,0,0,CN
boko1260,atla1278,gbay1282,Bokoto-Gbeya,FALSE,family,,,,,,2,4,8,
boko1261,atla1278,boko1260,Bokoto,FALSE,language,475.111,166.721,bdt,,,0,0,3,CF
boko1263,atla1278,loba1240,Boko (Democratic Republic of Congo),FALSE,language,151.612,188.806,bkp,,,0,0,0,CD
boko1265,mand1469,busa1252,Boko-Busa,FALSE,family,,,,,,0,3,5,
boko1266,mand1469,boko1265,Boko (Benin),FALSE,language,10.5189,371.771,bqc,,,0,0,0,BJ NG
boko1267,mand1469,boko1265,Bokobaru,FALSE,language,952.724,380.058,bus,,,0,0,2,BJ NG
boky1238,atla1278,nucl1801,Bokyi,FALSE,language,610.475,905.875,bky,,,0,0,14,CM NG
bola1249,aust1305,male1282,Bo-Maleng,FALSE,dialect,1.818.657,10.495.342,bgl,,,0,0,0,LA
bola1250,aust1307,bola1253,Bola,FALSE,language,-555.792,150.095,bnp,,,0,0,2,PG
bola1252,aust1307,goro1273,Bolango,FALSE,language,39.044,123.888,bld,,,0,0,2,ID
bola1253,aust1307,will1243,Bola-Bulu,FALSE,family,,,,,,0,2,2,
bola1254,afro1255,ngam1283,Bolanci-Bele,FALSE,family,,,,,,0,2,2,
bole1261,afro1255,west2715,Boleic,FALSE,family,,,,,,10,15,11,
bolg1249,turk1311,turk1311,Bolgar,FALSE,family,,,,,,0,2,2,
bolg1250,turk1311,bolg1249,Bolgarian,FALSE,language,48.671.481,42.729.234,xbo,,,0,0,0,RU
bolg1251,atla1278,uncl1499,Bolgo,FALSE,language,10.9025,188.076,bvo,,,0,0,2,TD
boli1255,atla1278,boli1263,Bolia,FALSE,language,-138.362,1.809.748,bli,,,0,0,0,CD
boli1256,aust1307,tina1255,Bolinao,FALSE,language,163.071,119.853,smk,,,0,0,0,PH
boli1260,araw1281,sout3131,Bolivian Arawakan,FALSE,family,,,,,,3,7,12,
boli1261,pano1259,pano1257,Bolivian Nawa,FALSE,family,,,,,,1,4,0,
boli1262,quec1387,quec1389,Bolivian-Argentinian Quechua,FALSE,family,,,,,,1,3,11,
boli1263,atla1278,mong1351,Bolia-Ntomba,FALSE,family,,,,,,0,2,7,
bolo1261,atla1278,mbun1247,Kibala,FALSE,language,-103.511,150.867,blv,,,0,0,0,AO
bolo1262,atla1278,boba1249,Boloki,FALSE,language,83.463,184.555,bkt,,,0,0,0,CD
bolo1263,atla1278,mote1237,Bolondo,FALSE,language,246.327,196.181,bzm,,,0,0,0,CD
bolo1266,mand1469,east2425,Bolon,FALSE,language,11.8242,-475.524,bof,,,0,0,2,BF
bolo1268,aust1307,saba1285,Bolongan,FALSE,language,275.927,117.293,blj,,,0,0,0,ID
boly1239,aust1305,boly1240,Bolyu,FALSE,language,247.013,104.955,ply,,,0,0,0,CN
boly1240,aust1305,mang1377,Pakanic,FALSE,family,,,,,,0,2,0,
boma1246,atla1278,kwak1270,Boma Yumu,FALSE,language,-3.27,17.45,boh,,,0,0,4,CD
boma1248,atla1278,saka1301,Tiinic,FALSE,family,,,,,,0,3,3,
bomb1261,atla1278,bomb1265,Bomboli-Bozaba,FALSE,language,199.315,185.131,bml,,,0,0,2,CD
bomb1262,atla1278,bomb1265,Bomboma,FALSE,language,240.195,187.841,bws,,,0,0,4,CD
